interaction_id,user_id,activity_id,interaction_type,rating,event_date,weather_context,group_type,synthetic
syn_i007584,syn_u0482,osm_way_25309187,view,4,2026-04-28,rain,solo,true
syn_i007585,syn_u0482,osm_way_389991180,view,5,2025-04-27,mild,solo,true
syn_i007586,syn_u0482,osm_way_1282252649,rating,5,2025-05-28,sunny,solo,true
syn_i007587,syn_u0482,osm_node_4069447292,rating,3,2025-09-21,hot,solo,true
syn_i007588,syn_u0482,osm_way_1056305956,visit,4,2025-07-16,sunny,solo,true
syn_i007589,syn_u0482,osm_way_353551814,visit,5,2025-10-30,mild,solo,true
syn_i007590,syn_u0482,osm_way_112433952,visit,5,2026-04-30,mild,solo,true
syn_i007591,syn_u0482,osm_way_69060030,view,4,2025-10-01,sunny,solo,true
syn_i007592,syn_u0482,osm_way_353551813,save,5,2026-02-23,hot,solo,true
syn_i007593,syn_u0483,osm_way_384761271,rating,3,2025-10-16,rain,couple,true
syn_i007594,syn_u0483,osm_way_437791921,visit,4,2025-05-02,sunny,couple,true
syn_i007595,syn_u0483,osm_node_13323245162,view,5,2026-05-10,sunny,couple,true
syn_i007596,syn_u0483,osm_node_13717399602,view,4,2026-05-17,sunny,couple,true
syn_i007597,syn_u0483,osm_way_37057971,rating,2,2025-01-07,hot,couple,true
syn_i007598,syn_u0483,osm_node_2469618324,rating,4,2025-05-27,rain,couple,true
syn_i007599,syn_u0483,osm_node_2469618314,save,3,2025-07-16,sunny,couple,true
syn_i007600,syn_u0483,osm_way_124913844,rating,5,2026-05-13,hot,couple,true
syn_i007601,syn_u0483,osm_node_13816371073,visit,4,2026-03-19,sunny,couple,true
syn_i007602,syn_u0483,osm_way_109835095,save,4,2026-06-26,rain,couple,true
syn_i007603,syn_u0483,osm_way_948289591,rating,4,2026-04-25,rain,couple,true
syn_i007604,syn_u0483,osm_way_1106915150,rating,4,2025-06-17,hot,couple,true
syn_i007605,syn_u0483,osm_way_947883108,save,4,2026-06-03,sunny,couple,true
syn_i007606,syn_u0484,osm_node_358845955,rating,4,2026-06-27,hot,friends,true
syn_i007607,syn_u0484,osm_way_989278119,visit,4,2025-02-18,sunny,friends,true
syn_i007608,syn_u0484,osm_way_260545693,save,4,2025-03-10,sunny,friends,true
syn_i007609,syn_u0484,osm_way_51538418,save,4,2025-08-20,rain,friends,true
syn_i007610,syn_u0484,osm_node_10684041394,visit,3,2026-06-15,mild,friends,true
syn_i007611,syn_u0484,osm_way_1431558132,view,5,2025-12-03,hot,friends,true
syn_i007612,syn_u0484,osm_node_10660791383,rating,4,2025-11-14,rain,friends,true
syn_i007613,syn_u0484,osm_way_1035486248,visit,3,2025-01-29,sunny,friends,true
syn_i007614,syn_u0484,osm_node_12067045169,view,4,2026-05-28,rain,friends,true
syn_i007615,syn_u0484,osm_way_195058029,view,4,2025-11-19,rain,friends,true
syn_i007616,syn_u0484,osm_way_1035486244,save,4,2026-06-27,mild,friends,true
syn_i007617,syn_u0484,osm_node_5890165685,rating,5,2025-11-28,rain,friends,true
syn_i007618,syn_u0484,osm_node_9339501291,view,3,2026-06-13,rain,friends,true
syn_i007619,syn_u0484,osm_node_13961284016,visit,5,2026-03-09,hot,friends,true
syn_i007620,syn_u0484,osm_relation_15082953,view,4,2025-04-19,hot,friends,true
syn_i007621,syn_u0485,osm_way_265947390,visit,5,2025-04-07,mild,family,true
syn_i007622,syn_u0485,osm_way_44821990,rating,5,2025-03-14,mild,family,true
syn_i007623,syn_u0485,osm_way_865088067,view,4,2025-08-10,rain,family,true
syn_i007624,syn_u0485,osm_way_617422932,save,5,2026-06-20,hot,family,true
syn_i007625,syn_u0485,osm_way_624788476,rating,5,2025-03-23,rain,family,true
syn_i007626,syn_u0485,osm_way_1119622339,visit,5,2025-03-09,sunny,family,true
syn_i007627,syn_u0485,osm_way_53854321,view,5,2025-09-16,hot,family,true
syn_i007628,syn_u0485,osm_way_624805406,rating,5,2025-04-26,rain,family,true
syn_i007629,syn_u0485,osm_way_1301650408,save,5,2025-03-14,rain,family,true
syn_i007630,syn_u0485,osm_way_316388494,view,5,2025-12-16,sunny,family,true
syn_i007631,syn_u0485,osm_way_1069661909,save,4,2025-03-29,hot,family,true
syn_i007632,syn_u0485,osm_way_54358730,rating,5,2025-02-13,rain,family,true
syn_i007633,syn_u0485,osm_relation_20251390,visit,5,2026-05-08,sunny,family,true
syn_i007634,syn_u0485,osm_node_919353391,view,4,2026-03-24,sunny,family,true
syn_i007635,syn_u0485,osm_way_43479442,save,5,2026-04-04,hot,family,true
syn_i007636,syn_u0485,osm_relation_19264365,view,5,2025-09-25,mild,family,true
syn_i007637,syn_u0485,osm_way_1293782242,visit,4,2025-11-30,mild,family,true
syn_i007638,syn_u0486,osm_node_2338819689,save,5,2025-03-06,rain,friends,true
syn_i007639,syn_u0486,osm_way_468563694,rating,4,2026-06-14,hot,friends,true
syn_i007640,syn_u0486,osm_way_364006108,view,5,2026-02-24,rain,friends,true
syn_i007641,syn_u0486,osm_way_231126359,view,3,2025-05-22,sunny,friends,true
syn_i007642,syn_u0486,osm_relation_4271615,view,5,2026-04-09,rain,friends,true
syn_i007643,syn_u0486,osm_way_195680756,rating,4,2026-06-16,mild,friends,true
syn_i007644,syn_u0486,osm_node_7903617627,rating,3,2025-12-01,sunny,friends,true
syn_i007645,syn_u0486,osm_way_191510447,visit,5,2025-03-01,mild,friends,true
syn_i007646,syn_u0486,osm_node_6651656089,save,5,2025-11-22,mild,friends,true
syn_i007647,syn_u0486,osm_way_1393377941,save,5,2025-01-10,hot,friends,true
syn_i007648,syn_u0486,osm_node_11923670835,view,5,2025-10-05,sunny,friends,true
syn_i007649,syn_u0486,osm_way_363821135,view,4,2026-01-27,rain,friends,true
syn_i007650,syn_u0486,osm_way_306927134,save,4,2026-03-30,rain,friends,true
syn_i007651,syn_u0486,osm_way_214805961,rating,5,2026-04-22,mild,friends,true
syn_i007652,syn_u0486,osm_way_125353645,view,4,2026-07-08,hot,friends,true
syn_i007653,syn_u0486,osm_node_9371091169,visit,4,2025-10-06,mild,friends,true
syn_i007654,syn_u0487,osm_relation_2048105,rating,4,2025-09-30,hot,couple,true
syn_i007655,syn_u0487,osm_node_10555161109,view,4,2026-05-14,mild,couple,true
syn_i007656,syn_u0487,osm_node_4374148243,rating,4,2025-06-01,sunny,couple,true
syn_i007657,syn_u0487,osm_way_118191295,visit,5,2026-06-03,rain,couple,true
syn_i007658,syn_u0487,osm_way_109819768,visit,5,2025-05-17,mild,couple,true
syn_i007659,syn_u0487,osm_node_11923535408,rating,4,2026-05-18,rain,couple,true
syn_i007660,syn_u0487,osm_way_933654463,rating,5,2026-01-26,hot,couple,true
syn_i007661,syn_u0487,osm_node_11408854882,save,4,2025-12-22,hot,couple,true
syn_i007662,syn_u0487,osm_way_148003147,view,5,2026-04-15,sunny,couple,true
syn_i007663,syn_u0487,osm_way_1009908034,rating,5,2026-06-18,sunny,couple,true
syn_i007664,syn_u0487,osm_way_933060487,view,5,2025-03-31,mild,couple,true
syn_i007665,syn_u0487,osm_way_244492147,rating,5,2025-01-25,sunny,couple,true
syn_i007666,syn_u0487,osm_node_2551935790,visit,3,2026-01-07,hot,couple,true
syn_i007667,syn_u0487,osm_node_359255127,rating,5,2026-07-26,mild,couple,true
syn_i007668,syn_u0487,osm_way_155109495,save,5,2025-06-27,sunny,couple,true
syn_i007669,syn_u0487,osm_way_220680232,save,5,2025-12-24,sunny,couple,true
syn_i007670,syn_u0487,osm_relation_21173146,rating,5,2025-06-17,rain,couple,true
syn_i007671,syn_u0487,osm_way_226044293,view,4,2025-06-05,hot,couple,true
syn_i007672,syn_u0488,osm_way_1204792304,visit,5,2026-04-07,hot,friends,true
syn_i007673,syn_u0488,osm_way_557824587,visit,4,2025-10-03,hot,friends,true
syn_i007674,syn_u0488,osm_node_12647784402,visit,4,2025-10-21,rain,friends,true
syn_i007675,syn_u0488,osm_node_12461639557,save,5,2025-12-24,rain,friends,true
syn_i007676,syn_u0488,osm_way_785221553,visit,4,2025-12-19,rain,friends,true
syn_i007677,syn_u0488,osm_way_744183075,visit,3,2026-05-11,sunny,friends,true
syn_i007678,syn_u0488,osm_node_11102457740,rating,4,2025-03-07,hot,friends,true
syn_i007679,syn_u0488,osm_way_706495412,rating,4,2025-10-05,hot,friends,true
syn_i007680,syn_u0488,osm_way_805522106,visit,4,2025-10-12,mild,friends,true
syn_i007681,syn_u0488,osm_node_7204177389,view,5,2025-08-20,mild,friends,true
syn_i007682,syn_u0488,osm_relation_15693769,visit,5,2025-05-26,mild,friends,true
syn_i007683,syn_u0488,osm_way_908899143,save,4,2025-12-11,rain,friends,true
syn_i007684,syn_u0489,osm_way_29744715,rating,4,2026-01-29,hot,couple,true
syn_i007685,syn_u0489,osm_way_29861646,view,4,2025-04-25,hot,couple,true
syn_i007686,syn_u0489,osm_node_11172853545,rating,4,2025-01-06,sunny,couple,true
syn_i007687,syn_u0489,osm_way_29932762,rating,4,2025-04-25,rain,couple,true
syn_i007688,syn_u0489,osm_way_94482773,view,4,2025-06-26,sunny,couple,true
syn_i007689,syn_u0489,osm_node_367781121,rating,4,2026-01-29,rain,couple,true
syn_i007690,syn_u0489,osm_way_1052049399,visit,5,2026-02-22,hot,couple,true
syn_i007691,syn_u0489,osm_way_29818338,visit,4,2025-08-26,hot,couple,true
syn_i007692,syn_u0489,osm_way_376449332,rating,4,2025-03-20,mild,couple,true
syn_i007693,syn_u0489,osm_node_7936394028,rating,4,2025-04-21,rain,couple,true
syn_i007694,syn_u0489,osm_node_358277595,rating,4,2025-10-08,rain,couple,true
syn_i007695,syn_u0489,osm_node_9625552676,save,3,2026-06-04,hot,couple,true
syn_i007696,syn_u0490,osm_way_30918921,rating,5,2026-07-28,hot,solo,true
syn_i007697,syn_u0490,osm_way_697230391,rating,5,2026-06-16,hot,solo,true
syn_i007698,syn_u0490,osm_way_219799703,save,5,2025-05-10,sunny,solo,true
syn_i007699,syn_u0490,osm_way_452935758,visit,5,2025-11-22,rain,solo,true
syn_i007700,syn_u0490,osm_way_1216671282,rating,5,2026-05-10,hot,solo,true
syn_i007701,syn_u0490,osm_way_452935891,rating,5,2026-04-10,hot,solo,true
syn_i007702,syn_u0490,osm_way_726569593,visit,5,2025-03-14,sunny,solo,true
syn_i007703,syn_u0490,osm_way_467369527,visit,5,2026-08-03,rain,solo,true
syn_i007704,syn_u0490,osm_way_783648386,save,4,2025-03-26,rain,solo,true
syn_i007705,syn_u0490,osm_way_1326353143,rating,5,2025-02-06,hot,solo,true
syn_i007706,syn_u0490,osm_way_419524736,save,5,2025-02-19,hot,solo,true
syn_i007707,syn_u0490,osm_way_179237495,rating,5,2025-12-03,hot,solo,true
syn_i007708,syn_u0490,osm_way_1326353142,visit,5,2025-04-01,mild,solo,true
syn_i007709,syn_u0490,osm_way_622444215,rating,5,2026-03-22,mild,solo,true
syn_i007710,syn_u0490,osm_relation_16533444,rating,5,2025-08-12,rain,solo,true
syn_i007711,syn_u0490,osm_way_313287196,view,4,2026-02-14,mild,solo,true
syn_i007712,syn_u0491,osm_way_225505430,save,4,2025-11-26,sunny,family,true
syn_i007713,syn_u0491,osm_way_263122128,rating,4,2026-05-15,hot,family,true
syn_i007714,syn_u0491,osm_way_78592556,view,5,2025-08-27,hot,family,true
syn_i007715,syn_u0491,osm_way_80007887,save,4,2025-01-23,rain,family,true
syn_i007716,syn_u0491,osm_way_161894627,visit,5,2026-07-11,sunny,family,true
syn_i007717,syn_u0491,osm_way_747409316,rating,5,2025-06-14,hot,family,true
syn_i007718,syn_u0491,osm_way_79582357,rating,4,2025-10-26,mild,family,true
syn_i007719,syn_u0491,osm_relation_18118362,save,5,2026-07-31,rain,family,true
syn_i007720,syn_u0491,osm_node_13610495905,save,5,2025-11-10,hot,family,true
syn_i007721,syn_u0491,osm_way_1073612408,visit,4,2025-09-28,mild,family,true
syn_i007722,syn_u0491,osm_way_554788744,save,4,2026-07-24,rain,family,true
syn_i007723,syn_u0491,osm_way_134091474,view,5,2026-02-21,sunny,family,true
syn_i007724,syn_u0491,osm_node_928666306,view,4,2025-06-01,rain,family,true
syn_i007725,syn_u0492,osm_node_8739030562,rating,4,2025-06-15,sunny,solo,true
syn_i007726,syn_u0492,osm_way_50536573,visit,5,2025-11-03,sunny,solo,true
syn_i007727,syn_u0492,osm_way_206625013,visit,4,2025-11-29,sunny,solo,true
syn_i007728,syn_u0492,osm_node_2158761201,rating,4,2025-07-04,sunny,solo,true
syn_i007729,syn_u0492,osm_way_297445742,visit,5,2025-09-10,hot,solo,true
syn_i007730,syn_u0492,osm_node_13585927401,rating,5,2026-05-06,rain,solo,true
syn_i007731,syn_u0492,osm_node_8140538479,save,5,2026-06-25,rain,solo,true
syn_i007732,syn_u0492,osm_way_26447602,save,5,2025-07-19,hot,solo,true
syn_i007733,syn_u0492,osm_way_234054122,save,4,2026-06-05,mild,solo,true
syn_i007734,syn_u0492,osm_node_12292178102,view,5,2026-02-14,sunny,solo,true
syn_i007735,syn_u0492,osm_node_12782006301,view,4,2025-06-21,sunny,solo,true
syn_i007736,syn_u0492,osm_node_9161445219,rating,5,2026-02-03,mild,solo,true
syn_i007737,syn_u0492,osm_way_159118102,visit,5,2026-01-09,hot,solo,true
syn_i007738,syn_u0492,osm_node_12027918518,view,4,2025-11-15,hot,solo,true
syn_i007739,syn_u0492,osm_node_5625223041,rating,4,2026-02-25,sunny,solo,true
syn_i007740,syn_u0492,osm_node_2415568557,rating,4,2025-06-05,hot,solo,true
syn_i007741,syn_u0493,osm_way_353700172,rating,5,2026-02-02,hot,friends,true
syn_i007742,syn_u0493,osm_way_737757506,view,5,2026-04-26,hot,friends,true
syn_i007743,syn_u0493,osm_node_358825835,view,5,2026-03-26,mild,friends,true
syn_i007744,syn_u0493,osm_way_468575218,rating,5,2026-05-28,rain,friends,true
syn_i007745,syn_u0493,osm_node_10634721884,visit,3,2025-02-16,hot,friends,true
syn_i007746,syn_u0493,osm_node_368169779,view,4,2025-04-07,mild,friends,true
syn_i007747,syn_u0493,osm_way_223355274,rating,4,2025-11-19,mild,friends,true
syn_i007748,syn_u0493,osm_node_3417754799,view,5,2025-11-19,rain,friends,true
syn_i007749,syn_u0493,osm_way_1170361317,visit,5,2026-06-15,hot,friends,true
syn_i007750,syn_u0493,osm_node_10585999614,rating,5,2026-04-26,hot,friends,true
syn_i007751,syn_u0493,osm_node_828845752,visit,4,2025-06-05,rain,friends,true
syn_i007752,syn_u0493,osm_node_1834856622,visit,5,2025-10-09,mild,friends,true
syn_i007753,syn_u0493,osm_node_4288965961,visit,5,2025-02-24,sunny,friends,true
syn_i007754,syn_u0493,osm_way_1051767621,view,4,2025-02-06,mild,friends,true
syn_i007755,syn_u0493,osm_way_736644998,visit,5,2025-01-30,hot,friends,true
syn_i007756,syn_u0493,osm_way_766132426,rating,5,2025-05-11,mild,friends,true
syn_i007757,syn_u0493,osm_node_13963337805,save,5,2025-01-03,sunny,friends,true
syn_i007758,syn_u0494,osm_way_209950214,view,4,2026-02-07,mild,family,true
syn_i007759,syn_u0494,osm_node_11963875853,rating,5,2026-02-12,sunny,family,true
syn_i007760,syn_u0494,osm_way_61414744,rating,5,2025-09-08,rain,family,true
syn_i007761,syn_u0494,osm_way_115012139,view,5,2025-01-23,sunny,family,true
syn_i007762,syn_u0494,osm_node_8743771306,view,4,2025-08-29,sunny,family,true
syn_i007763,syn_u0494,osm_way_559627934,view,5,2025-03-30,mild,family,true
syn_i007764,syn_u0494,osm_node_9688403728,save,4,2025-09-24,sunny,family,true
syn_i007765,syn_u0494,osm_node_359253833,rating,4,2026-06-08,hot,family,true
syn_i007766,syn_u0494,osm_way_944463738,visit,4,2026-06-26,rain,family,true
syn_i007767,syn_u0494,osm_node_9688403733,visit,3,2025-07-02,rain,family,true
syn_i007768,syn_u0494,osm_node_4950087307,view,5,2026-04-17,mild,family,true
syn_i007769,syn_u0494,osm_way_1463563118,view,5,2025-05-23,mild,family,true
syn_i007770,syn_u0495,osm_node_4466933324,visit,5,2025-09-09,mild,friends,true
syn_i007771,syn_u0495,osm_way_453437914,visit,5,2025-06-12,mild,friends,true
syn_i007772,syn_u0495,osm_way_894780819,save,4,2026-04-09,rain,friends,true
syn_i007773,syn_u0495,osm_way_315410670,save,4,2026-07-18,rain,friends,true
syn_i007774,syn_u0495,osm_node_9194885436,rating,5,2026-01-14,sunny,friends,true
syn_i007775,syn_u0495,osm_node_5633569361,rating,5,2025-09-29,hot,friends,true
syn_i007776,syn_u0495,osm_node_2549896917,visit,5,2025-04-19,hot,friends,true
syn_i007777,syn_u0495,osm_node_7161457144,save,5,2026-04-09,rain,friends,true
syn_i007778,syn_u0495,osm_node_10860703827,rating,5,2025-01-10,mild,friends,true
syn_i007779,syn_u0495,osm_way_40336168,visit,5,2026-01-23,mild,friends,true
syn_i007780,syn_u0495,osm_node_403524002,rating,5,2026-02-04,hot,friends,true
syn_i007781,syn_u0495,osm_way_849220207,rating,4,2025-06-09,rain,friends,true
syn_i007782,syn_u0495,osm_relation_14982184,view,5,2026-01-12,rain,friends,true
syn_i007783,syn_u0495,osm_way_182431377,view,4,2026-06-25,sunny,friends,true
syn_i007784,syn_u0495,osm_node_368050526,rating,4,2025-03-21,sunny,friends,true
syn_i007785,syn_u0495,osm_node_13048428606,visit,5,2026-08-02,hot,friends,true
syn_i007786,syn_u0495,osm_way_143928486,visit,4,2025-07-09,mild,friends,true
syn_i007787,syn_u0495,osm_node_5258640021,visit,4,2025-03-08,mild,friends,true
syn_i007788,syn_u0496,osm_way_356126847,rating,5,2025-05-28,sunny,family,true
syn_i007789,syn_u0496,osm_way_130209089,save,5,2025-09-03,mild,family,true
syn_i007790,syn_u0496,osm_way_944256740,rating,5,2026-01-22,rain,family,true
syn_i007791,syn_u0496,osm_node_367779162,rating,4,2025-01-06,rain,family,true
syn_i007792,syn_u0496,osm_way_132601562,save,5,2026-01-22,hot,family,true
syn_i007793,syn_u0496,osm_node_7767681195,rating,5,2025-05-02,sunny,family,true
syn_i007794,syn_u0496,osm_node_7320165057,rating,5,2026-03-23,hot,family,true
syn_i007795,syn_u0496,osm_node_7632683386,save,5,2025-04-12,sunny,family,true
syn_i007796,syn_u0496,osm_relation_17736722,visit,5,2025-03-13,rain,family,true
syn_i007797,syn_u0496,osm_way_95048585,view,5,2025-10-16,rain,family,true
syn_i007798,syn_u0496,osm_way_29608515,rating,2,2026-03-07,hot,family,true
syn_i007799,syn_u0496,osm_node_5197357137,view,5,2025-09-23,sunny,family,true
syn_i007800,syn_u0496,osm_way_1112835156,visit,5,2026-01-23,rain,family,true
syn_i007801,syn_u0496,osm_way_29830299,view,5,2026-05-22,hot,family,true
syn_i007802,syn_u0496,osm_node_7762364111,visit,5,2025-01-11,mild,family,true
syn_i007803,syn_u0496,osm_way_29836294,rating,5,2026-07-19,rain,family,true
syn_i007804,syn_u0496,osm_way_1416187604,view,5,2025-06-25,sunny,family,true
syn_i007805,syn_u0496,osm_way_29818750,rating,4,2025-05-10,sunny,family,true
syn_i007806,syn_u0496,osm_relation_64846,rating,3,2025-11-02,rain,family,true
syn_i007807,syn_u0496,osm_way_298495071,rating,5,2026-05-29,rain,family,true
syn_i007808,syn_u0497,osm_way_363833381,view,4,2026-03-15,sunny,family,true
syn_i007809,syn_u0497,osm_way_610316047,rating,4,2025-07-29,hot,family,true
syn_i007810,syn_u0497,osm_way_1018814246,visit,4,2025-02-09,hot,family,true
syn_i007811,syn_u0497,osm_node_368164889,save,5,2025-02-28,sunny,family,true
syn_i007812,syn_u0497,osm_node_1075978617,save,5,2026-01-27,mild,family,true
syn_i007813,syn_u0497,osm_way_543427276,rating,4,2025-02-24,mild,family,true
syn_i007814,syn_u0497,osm_way_665973711,save,4,2026-06-23,sunny,family,true
syn_i007815,syn_u0497,osm_way_47089488,view,4,2026-05-31,sunny,family,true
syn_i007816,syn_u0497,osm_way_194537258,view,4,2025-01-06,sunny,family,true
syn_i007817,syn_u0497,osm_way_214805961,rating,4,2025-11-20,hot,family,true
syn_i007818,syn_u0497,osm_way_607429187,view,4,2025-11-25,sunny,family,true
syn_i007819,syn_u0497,osm_way_1418248939,view,5,2026-07-31,sunny,family,true
syn_i007820,syn_u0497,osm_way_183861526,visit,4,2025-05-01,sunny,family,true
syn_i007821,syn_u0497,osm_node_7044905585,visit,4,2025-06-15,mild,family,true
syn_i007822,syn_u0497,osm_way_374982933,view,5,2025-09-09,hot,family,true
syn_i007823,syn_u0497,osm_way_43023428,view,4,2025-04-14,hot,family,true
syn_i007824,syn_u0498,osm_relation_19987739,rating,4,2025-06-23,sunny,family,true
syn_i007825,syn_u0498,osm_way_25841764,rating,5,2025-02-20,sunny,family,true
syn_i007826,syn_u0498,osm_way_541654693,rating,5,2026-01-17,mild,family,true
syn_i007827,syn_u0498,osm_node_9729710651,visit,5,2025-08-18,sunny,family,true
syn_i007828,syn_u0498,osm_node_2597907064,visit,5,2025-12-05,rain,family,true
syn_i007829,syn_u0498,osm_way_726990937,save,5,2025-08-21,sunny,family,true
syn_i007830,syn_u0498,osm_node_4284785772,visit,5,2026-04-06,sunny,family,true
syn_i007831,syn_u0498,osm_way_156751871,rating,4,2025-06-04,hot,family,true
syn_i007832,syn_u0498,osm_way_738671939,rating,5,2025-12-21,sunny,family,true
syn_i007833,syn_u0498,osm_way_333014664,save,5,2026-04-04,mild,family,true
syn_i007834,syn_u0498,osm_node_13574105510,view,5,2025-03-23,sunny,family,true
syn_i007835,syn_u0498,osm_way_60194724,rating,4,2025-12-02,rain,family,true
syn_i007836,syn_u0498,osm_node_368174501,rating,5,2025-10-24,rain,family,true
syn_i007837,syn_u0498,osm_way_44501607,rating,4,2025-09-20,hot,family,true
syn_i007838,syn_u0498,osm_way_565565155,view,4,2025-03-04,rain,family,true
syn_i007839,syn_u0498,osm_way_1519189246,visit,3,2025-11-06,sunny,family,true
syn_i007840,syn_u0498,osm_way_1035486239,rating,4,2025-08-26,sunny,family,true
syn_i007841,syn_u0498,osm_way_44501175,visit,5,2025-04-23,sunny,family,true
syn_i007842,syn_u0498,osm_way_531702311,visit,5,2026-06-22,sunny,family,true
syn_i007843,syn_u0499,osm_node_928666309,rating,5,2026-01-05,sunny,family,true
syn_i007844,syn_u0499,osm_way_79453711,save,5,2025-05-29,rain,family,true
syn_i007845,syn_u0499,osm_way_1279098334,rating,5,2026-06-10,sunny,family,true
syn_i007846,syn_u0499,osm_node_12837562570,visit,5,2025-12-08,mild,family,true
syn_i007847,syn_u0499,osm_way_1033450847,rating,5,2025-06-18,mild,family,true
syn_i007848,syn_u0499,osm_way_329803149,save,4,2025-09-20,sunny,family,true
syn_i007849,syn_u0499,osm_way_51334470,rating,5,2025-06-07,sunny,family,true
syn_i007850,syn_u0499,osm_way_81045978,visit,5,2026-07-13,rain,family,true
syn_i007851,syn_u0499,osm_relation_3297011,visit,5,2026-04-20,rain,family,true
syn_i007852,syn_u0499,osm_way_681948181,visit,5,2026-07-03,mild,family,true
syn_i007853,syn_u0499,osm_way_130457249,save,5,2025-05-17,mild,family,true
syn_i007854,syn_u0499,osm_way_635093486,view,5,2025-04-14,hot,family,true
syn_i007855,syn_u0499,osm_way_555033564,save,5,2026-05-13,mild,family,true
syn_i007856,syn_u0499,osm_way_554788735,save,4,2025-06-15,sunny,family,true
syn_i007857,syn_u0499,osm_way_618089656,visit,5,2025-09-18,mild,family,true
syn_i007858,syn_u0499,osm_way_161894627,rating,5,2025-04-22,mild,family,true
syn_i007859,syn_u0500,osm_way_907575080,visit,3,2026-01-16,rain,solo,true
syn_i007860,syn_u0500,osm_way_61428068,visit,3,2026-06-28,hot,solo,true
syn_i007861,syn_u0500,osm_node_9821384465,visit,5,2025-10-21,mild,solo,true
syn_i007862,syn_u0500,osm_way_1050584173,rating,4,2026-06-30,sunny,solo,true
syn_i007863,syn_u0500,osm_way_30720638,save,3,2026-04-01,mild,solo,true
syn_i007864,syn_u0500,osm_way_634418490,rating,5,2026-02-27,mild,solo,true
syn_i007865,syn_u0500,osm_node_11077640105,view,5,2025-04-02,hot,solo,true
syn_i007866,syn_u0500,osm_way_573746678,save,5,2025-10-10,mild,solo,true
syn_i007867,syn_u0500,osm_node_10299258542,rating,4,2025-08-03,hot,solo,true
syn_i007868,syn_u0500,osm_node_4219066093,rating,3,2026-01-25,mild,solo,true
syn_i007869,syn_u0500,osm_way_24635438,view,5,2026-03-13,mild,solo,true
syn_i007870,syn_u0500,osm_way_436423451,rating,5,2025-09-22,hot,solo,true
syn_i007871,syn_u0500,osm_way_65716334,view,4,2025-04-29,hot,solo,true
syn_i007872,syn_u0500,osm_way_468926992,save,5,2025-06-19,mild,solo,true
syn_i007873,syn_u0500,osm_node_13816371073,rating,4,2026-05-22,mild,solo,true
syn_i007874,syn_u0500,osm_node_6202628206,save,4,2025-06-09,sunny,solo,true
syn_i007875,syn_u0501,osm_way_784938770,save,4,2026-05-23,rain,couple,true
syn_i007876,syn_u0501,osm_node_6558075405,visit,5,2026-04-13,sunny,couple,true
syn_i007877,syn_u0501,osm_way_753601708,save,3,2025-08-25,mild,couple,true
syn_i007878,syn_u0501,osm_way_261314257,save,5,2025-07-26,hot,couple,true
syn_i007879,syn_u0501,osm_way_963558008,visit,4,2025-08-25,mild,couple,true
syn_i007880,syn_u0501,osm_way_362038743,visit,3,2026-03-16,mild,couple,true
syn_i007881,syn_u0501,osm_way_709057222,rating,4,2025-02-23,rain,couple,true
syn_i007882,syn_u0501,osm_way_377438311,visit,3,2025-08-21,mild,couple,true
syn_i007883,syn_u0501,osm_node_4150740084,save,4,2026-01-23,mild,couple,true
syn_i007884,syn_u0501,osm_way_99959792,rating,4,2025-11-02,sunny,couple,true
syn_i007885,syn_u0501,osm_way_803483213,view,5,2025-05-19,sunny,couple,true
syn_i007886,syn_u0501,osm_way_705322835,view,4,2026-04-26,mild,couple,true
syn_i007887,syn_u0501,osm_node_8591427665,view,5,2025-08-21,mild,couple,true
syn_i007888,syn_u0501,osm_way_334264437,visit,3,2025-10-20,mild,couple,true
syn_i007889,syn_u0502,osm_node_3161283284,save,5,2025-01-20,sunny,solo,true
syn_i007890,syn_u0502,osm_way_545146502,rating,2,2026-01-08,rain,solo,true
syn_i007891,syn_u0502,osm_node_4370295596,view,4,2025-03-11,mild,solo,true
syn_i007892,syn_u0502,osm_way_68876641,rating,4,2025-01-09,mild,solo,true
syn_i007893,syn_u0502,osm_node_6424602096,rating,5,2025-05-26,hot,solo,true
syn_i007894,syn_u0502,osm_node_4242437689,save,4,2025-04-09,hot,solo,true
syn_i007895,syn_u0502,osm_way_115433818,view,4,2026-01-09,sunny,solo,true
syn_i007896,syn_u0502,osm_way_85676254,view,4,2025-12-24,hot,solo,true
syn_i007897,syn_u0502,osm_node_4395534973,save,5,2026-07-26,mild,solo,true
syn_i007898,syn_u0502,osm_way_68881693,save,4,2025-12-14,rain,solo,true
syn_i007899,syn_u0502,osm_node_4270584674,view,5,2026-05-18,hot,solo,true
syn_i007900,syn_u0502,osm_node_7707941355,visit,4,2026-03-24,mild,solo,true
syn_i007901,syn_u0502,osm_way_585640043,rating,4,2025-10-12,hot,solo,true
syn_i007902,syn_u0502,osm_node_4046025013,visit,4,2025-09-06,sunny,solo,true
syn_i007903,syn_u0502,osm_way_705309578,save,4,2025-12-29,rain,solo,true
syn_i007904,syn_u0502,osm_node_4173572889,rating,2,2026-07-10,hot,solo,true
syn_i007905,syn_u0502,osm_way_120479804,rating,4,2026-02-28,mild,solo,true
syn_i007906,syn_u0502,osm_way_16761472,visit,4,2025-04-05,mild,solo,true
syn_i007907,syn_u0503,osm_node_2384460881,save,5,2026-01-12,hot,family,true
syn_i007908,syn_u0503,osm_node_2704827048,visit,5,2025-08-27,hot,family,true
